tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-560,Us Open,Hard,128,G,2022-08-29,150,104545,0.0,,John Isner,R,206.0,USA,,105643,0.0,,Federico Delbonis,L,190.0,ARG,,6-3 6-1 7-5,5,R128,112.0,19.0,0.0,72.0,50.0,44.0,12.0,14.0,0.0,0.0,4.0,7.0,76.0,41.0,29.0,16.0,14.0,3.0,8.0,48.0,970.0,134.0,408.0
2022-560,Us Open,Hard,128,G,2022-08-29,151,208029,28.0,,Holger Rune,R,185.0,DEN,,105376,0.0,,Peter Gojowczyk,R,185.0,GER,,6-2 6-4 7-6(5),5,R128,152.0,7.0,12.0,109.0,54.0,36.0,36.0,15.0,6.0,6.0,9.0,6.0,109.0,50.0,32.0,32.0,16.0,11.0,14.0,33.0,1310.0,108.0,500.0
2022-560,Us Open,Hard,128,G,2022-08-29,152,133430,19.0,,Denis Shapovalov,L,185.0,CAN,,144817,0.0,,Marc Andrea Huesler,L,196.0,SUI,,2-6 6-4 6-4 3-6 6-1,5,R128,177.0,12.0,11.0,130.0,74.0,59.0,28.0,22.0,5.0,8.0,13.0,6.0,125.0,81.0,61.0,25.0,22.0,5.0,9.0,21.0,1640.0,85.0,619.0
2022-560,Us Open,Hard,128,G,2022-08-29,153,106148,0.0,,Roberto Carballes Baena,R,183.0,ESP,,144719,0.0,,Jaume Munar,R,183.0,ESP,,6-1 6-3 4-6 6-2,5,R128,195.0,6.0,2.0,118.0,65.0,44.0,32.0,17.0,8.0,10.0,3.0,6.0,109.0,69.0,41.0,15.0,17.0,4.0,11.0,80.0,654.0,57.0,824.0
2022-560,Us Open,Hard,128,G,2022-08-29,154,126952,0.0,,Soon Woo Kwon,R,180.0,KOR,,104269,0.0,,Fernando Verdasco,L,188.0,ESP,,6-2 6-7(4) 6-3 6-3,5,R128,196.0,9.0,7.0,125.0,74.0,55.0,30.0,19.0,5.0,6.0,14.0,4.0,119.0,68.0,46.0,26.0,20.0,7.0,13.0,81.0,646.0,122.0,454.0
2022-560,Us Open,Hard,128,G,2022-08-29,155,126094,9.0,,Andrey Rublev,R,188.0,RUS,,111513,0.0,,Laslo Djere,R,188.0,SRB,,7-6(5) 6-3 3-6 4-6 6-4,5,R128,221.0,13.0,3.0,143.0,81.0,62.0,30.0,25.0,9.0,16.0,16.0,13.0,180.0,106.0,73.0,34.0,26.0,6.0,13.0,11.0,3120.0,64.0,747.0
2022-560,Us Open,Hard,128,G,2022-08-29,156,106043,14.0,,Diego Schwartzman,R,170.0,ARG,30.0,106058,0.0,,Jack Sock,R,185.0,USA,,3-6 5-7 6-0 1-0 RET,5,R128,147.0,5.0,5.0,75.0,48.0,32.0,14.0,14.0,3.0,7.0,7.0,7.0,94.0,50.0,35.0,17.0,14.0,1.0,6.0,16.0,2200.0,107.0,505.0
2022-560,Us Open,Hard,128,G,2022-08-29,157,200615,0.0,,Alexei Popyrin,R,196.0,AUS,23.0,202358,0.0,,Chun Hsin Tseng,R,175.0,TPE,21.0,6-3 7-6(5) 7-6(3),5,R128,162.0,15.0,11.0,123.0,60.0,47.0,30.0,17.0,5.0,8.0,5.0,13.0,103.0,52.0,38.0,23.0,18.0,8.0,12.0,84.0,629.0,89.0,599.0
2022-560,Us Open,Hard,128,G,2022-08-29,158,106186,0.0,,Jason Kubler,R,178.0,AUS,,144707,0.0,,Mikael Ymer,R,183.0,SWE,,5-7 6-4 6-2 6-4,5,R128,236.0,8.0,3.0,139.0,92.0,67.0,25.0,20.0,9.0,11.0,2.0,1.0,111.0,73.0,49.0,21.0,20.0,2.0,7.0,109.0,500.0,99.0,540.0
2022-560,Us Open,Hard,128,G,2022-08-29,159,126207,22.0,,Frances Tiafoe,R,188.0,USA,,106218,0.0,,Marcos Giron,R,180.0,USA,29.0,7-6(0) 6-4 6-3,5,R128,130.0,16.0,2.0,104.0,58.0,49.0,24.0,17.0,6.0,7.0,8.0,4.0,85.0,52.0,41.0,15.0,15.0,3.0,6.0,26.0,1400.0,56.0,826.0
2022-560,Us Open,Hard,128,G,2022-08-29,160,200175,32.0,,Miomir Kecmanovic,R,183.0,SRB,,210530,0.0,,Learner Tien,U,186.5430535455861,USA,,3-6 6-1 6-3 6-3,5,R128,144.0,10.0,1.0,103.0,63.0,48.0,22.0,17.0,6.0,8.0,5.0,4.0,111.0,74.0,49.0,14.0,17.0,6.0,12.0,36.0,1245.0,1042.0,8.0
2022-560,Us Open,Hard,128,G,2022-08-29,161,104755,0.0,,Richard Gasquet,R,185.0,FRA,,106121,0.0,,Taro Daniel,R,191.0,JPN,,6-4 6-7(1) 6-2 6-2,5,R128,196.0,9.0,7.0,110.0,58.0,44.0,32.0,19.0,3.0,5.0,16.0,7.0,121.0,67.0,45.0,26.0,20.0,3.0,10.0,91.0,583.0,95.0,564.0
2022-560,Us Open,Hard,128,G,2022-08-29,162,104926,0.0,,Fabio Fognini,R,178.0,ITA,,106234,0.0,,Aslan Karatsev,R,185.0,RUS,,1-6 5-7 6-4 6-1 6-4,5,R128,214.0,13.0,15.0,161.0,90.0,64.0,32.0,23.0,7.0,13.0,4.0,4.0,131.0,82.0,53.0,28.0,23.0,4.0,11.0,60.0,782.0,38.0,1210.0
2022-560,Us Open,Hard,128,G,2022-08-29,163,104745,2.0,,Rafael Nadal,L,185.0,ESP,,208014,0.0,,Rinky Hijikata,U,186.5430535455861,AUS,,4-6 6-2 6-3 6-3,5,R128,188.0,9.0,2.0,100.0,57.0,44.0,28.0,18.0,3.0,4.0,7.0,4.0,114.0,70.0,46.0,21.0,18.0,5.0,10.0,3.0,5630.0,198.0,271.0
2022-560,Us Open,Hard,128,G,2022-08-29,164,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,126239,0.0,,Arthur Rinderknech,R,196.0,FRA,,6-2 7-5 6-3,5,R64,131.0,8.0,1.0,82.0,51.0,39.0,21.0,14.0,3.0,3.0,5.0,4.0,107.0,63.0,41.0,18.0,15.0,12.0,17.0,1.0,6885.0,58.0,805.0
2022-560,Us Open,Hard,128,G,2022-08-29,165,200059,0.0,,Yibing Wu,R,183.0,CHN,,132686,0.0,,Nuno Borges,R,185.0,POR,,6-7(3) 7-6(4) 4-6 6-4 6-4,5,R64,226.0,11.0,11.0,185.0,111.0,77.0,41.0,28.0,6.0,10.0,9.0,5.0,183.0,111.0,69.0,44.0,28.0,11.0,16.0,174.0,301.0,104.0,513.0
2022-560,Us Open,Hard,128,G,2022-08-29,166,106401,23.0,,Nick Kyrgios,R,193.0,AUS,,126127,0.0,,Benjamin Bonzi,R,185.0,FRA,,7-6(3) 6-4 4-6 6-4,5,R64,176.0,30.0,6.0,134.0,86.0,63.0,27.0,22.0,9.0,12.0,5.0,2.0,140.0,86.0,55.0,31.0,21.0,4.0,8.0,25.0,1430.0,50.0,946.0
2022-560,Us Open,Hard,128,G,2022-08-29,167,200670,0.0,,J J Wolf,R,183.0,USA,,126214,0.0,,Alejandro Tabilo,L,188.0,CHI,,4-6 7-5 6-4 6-3,5,R64,171.0,20.0,14.0,131.0,80.0,61.0,22.0,21.0,8.0,13.0,11.0,10.0,135.0,83.0,53.0,22.0,20.0,11.0,18.0,87.0,610.0,71.0,696.0
2022-560,Us Open,Hard,128,G,2022-08-29,168,105807,12.0,,Pablo Carreno Busta,R,188.0,ESP,,122330,0.0,,Alexander Bublik,R,196.0,KAZ,,4-6 6-4 6-3 7-6(5),5,R64,180.0,5.0,3.0,139.0,99.0,72.0,23.0,21.0,10.0,12.0,28.0,13.0,137.0,82.0,66.0,20.0,21.0,5.0,8.0,15.0,2340.0,47.0,985.0
2022-560,Us Open,Hard,128,G,2022-08-29,169,200282,18.0,,Alex De Minaur,R,183.0,AUS,,106426,0.0,,Cristian Garin,R,185.0,CHI,,6-3 6-0 4-6 6-2,5,R64,156.0,4.0,2.0,92.0,54.0,44.0,22.0,17.0,0.0,2.0,2.0,2.0,117.0,75.0,44.0,18.0,16.0,10.0,17.0,20.0,1665.0,82.0,640.0
2022-560,Us Open,Hard,128,G,2022-08-29,170,111575,27.0,,Karen Khachanov,R,198.0,RUS,,106329,0.0,,Thiago Monteiro,L,183.0,BRA,,6-3 6-3 5-7 6-4,5,R64,178.0,17.0,3.0,108.0,66.0,54.0,24.0,20.0,4.0,6.0,13.0,1.0,120.0,77.0,55.0,20.0,20.0,10.0,15.0,31.0,1315.0,67.0,721.0
2022-560,Us Open,Hard,128,G,2022-08-29,171,207733,0.0,,Jack Draper,L,191.0,GBR,,200000,6.0,,Felix Auger Aliassime,R,193.0,CAN,22.0,6-4 6-4 6-4,5,R64,148.0,9.0,4.0,88.0,44.0,37.0,26.0,15.0,3.0,3.0,13.0,5.0,92.0,59.0,44.0,16.0,15.0,7.0,10.0,53.0,879.0,8.0,3625.0
2022-560,Us Open,Hard,128,G,2022-08-29,172,123755,0.0,,Daniel Elahi Galan,R,191.0,COL,,111442,0.0,,Jordan Thompson,R,183.0,AUS,,6-3 2-6 3-6 6-4 6-3,5,R64,232.0,7.0,1.0,172.0,104.0,68.0,32.0,23.0,6.0,12.0,13.0,4.0,134.0,88.0,64.0,17.0,22.0,5.0,11.0,94.0,568.0,102.0,527.0
2022-560,Us Open,Hard,128,G,2022-08-29,173,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,,105916,0.0,,Marton Fucsovics,R,188.0,HUN,,7-6(3) 5-7 3-6 6-0 7-6(3),5,R64,248.0,12.0,5.0,160.0,114.0,85.0,24.0,26.0,4.0,8.0,17.0,14.0,190.0,99.0,68.0,46.0,27.0,10.0,15.0,39.0,1210.0,98.0,545.0
2022-560,Us Open,Hard,128,G,2022-08-29,174,104918,0.0,,Andy Murray,R,190.0,GBR,,207182,0.0,,Emilio Nava,R,183.0,USA,,5-7 6-3 6-1 6-0,5,R64,180.0,8.0,2.0,100.0,58.0,46.0,24.0,17.0,1.0,3.0,10.0,5.0,124.0,76.0,49.0,14.0,17.0,9.0,17.0,51.0,930.0,203.0,258.0
2022-560,Us Open,Hard,128,G,2022-08-29,175,126610,13.0,,Matteo Berrettini,R,196.0,ITA,,126409,0.0,,Hugo Grenier,R,196.0,FRA,,2-6 6-1 7-6(4) 7-6(7),5,R64,205.0,17.0,3.0,117.0,56.0,49.0,41.0,22.0,2.0,4.0,7.0,7.0,142.0,85.0,68.0,25.0,19.0,6.0,8.0,14.0,2360.0,119.0,459.0
2022-560,Us Open,Hard,128,G,2022-08-29,176,106398,0.0,,Pedro Cachin,R,185.0,ARG,,200587,0.0,,Brandon Holt,R,186.5430535455861,USA,,1-6 2-6 6-1 7-6(1) 7-6(6),5,R64,224.0,15.0,5.0,152.0,91.0,63.0,32.0,24.0,5.0,11.0,11.0,3.0,157.0,97.0,71.0,27.0,25.0,7.0,11.0,66.0,723.0,303.0,162.0
2022-560,Us Open,Hard,128,G,2022-08-29,177,144895,0.0,,Corentin Moutet,L,178.0,FRA,,122298,21.0,,Botic Van De Zandschulp,R,188.0,NED,,6-4 1-6 6-2 6-4,5,R64,179.0,2.0,5.0,115.0,71.0,47.0,22.0,17.0,6.0,10.0,18.0,10.0,106.0,66.0,48.0,14.0,18.0,2.0,8.0,112.0,484.0,22.0,1573.0
2022-560,Us Open,Hard,128,G,2022-08-29,178,126205,29.0,,Tommy Paul,R,185.0,USA,,200624,0.0,,Sebastian Korda,R,196.0,USA,,6-0 3-6 4-6 6-3 6-4,5,R64,198.0,3.0,5.0,155.0,94.0,68.0,33.0,22.0,11.0,13.0,11.0,1.0,129.0,89.0,64.0,18.0,22.0,6.0,11.0,34.0,1305.0,52.0,905.0
2022-560,Us Open,Hard,128,G,2022-08-29,179,134770,5.0,,Casper Ruud,R,183.0,NOR,,126646,0.0,,Tim Van Rijthoven,R,188.0,NED,,6-7(4) 6-4 6-4 6-4,5,R64,168.0,7.0,3.0,118.0,83.0,68.0,21.0,21.0,6.0,7.0,20.0,9.0,119.0,66.0,55.0,29.0,22.0,4.0,8.0,7.0,4695.0,117.0,465.0
2022-560,Us Open,Hard,128,G,2022-08-29,180,125802,0.0,,Ilya Ivashka,R,193.0,BLR,,128034,8.0,,Hubert Hurkacz,R,196.0,POL,,6-4 4-6 7-6(5) 6-3,5,R64,185.0,2.0,6.0,141.0,84.0,62.0,30.0,21.0,7.0,9.0,13.0,5.0,122.0,68.0,55.0,28.0,21.0,4.0,7.0,73.0,685.0,10.0,3355.0
2022-560,Us Open,Hard,128,G,2022-08-29,181,207518,26.0,,Lorenzo Musetti,R,185.0,ITA,,133835,0.0,,Gijs Brouwer,L,186.5430535455861,NED,,6-7(1) 6-3 6-4 6-2,5,R64,150.0,4.0,5.0,124.0,75.0,53.0,33.0,20.0,8.0,9.0,5.0,5.0,109.0,72.0,57.0,10.0,20.0,4.0,9.0,30.0,1322.0,181.0,295.0
2022-560,Us Open,Hard,128,G,2022-08-29,182,206909,0.0,,Brandon Nakashima,R,185.0,USA,21.0,105777,17.0,,Grigor Dimitrov,R,188.0,BUL,,7-6(5) 7-5 6-3,5,R64,143.0,12.0,0.0,103.0,70.0,56.0,20.0,17.0,5.0,5.0,12.0,5.0,105.0,58.0,45.0,24.0,17.0,8.0,10.0,69.0,699.0,19.0,1730.0
2022-560,Us Open,Hard,128,G,2022-08-29,183,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.0,111153,0.0,,Christopher Eubanks,R,201.0,USA,,6-4 7-6(8) 6-2,5,R64,144.0,12.0,4.0,88.0,48.0,41.0,25.0,16.0,3.0,4.0,12.0,6.0,107.0,74.0,50.0,13.0,15.0,8.0,12.0,13.0,3020.0,145.0,376.0
2022-560,Us Open,Hard,128,G,2022-08-29,184,105227,15.0,,Marin Cilic,R,198.0,CRO,,105077,0.0,,Albert Ramos,L,188.0,ESP,,6-3 7-6(4) 6-3,5,R64,159.0,16.0,7.0,114.0,66.0,56.0,21.0,17.0,4.0,6.0,0.0,4.0,93.0,60.0,38.0,17.0,14.0,8.0,12.0,17.0,2175.0,42.0,1070.0
2022-560,Us Open,Hard,128,G,2022-08-29,185,105554,20.0,,Daniel Evans,R,175.0,GBR,,105902,0.0,,James Duckworth,R,183.0,AUS,,6-3 6-2 4-6 6-4,5,R64,177.0,9.0,9.0,94.0,62.0,49.0,20.0,18.0,0.0,2.0,12.0,6.0,147.0,81.0,53.0,30.0,19.0,11.0,17.0,23.0,1510.0,83.0,632.0
2022-560,Us Open,Hard,128,G,2022-08-29,186,202385,0.0,,Jenson Brooksby,R,188.0,USA,,106432,25.0,,Borna Coric,R,188.0,CRO,,6-4 7-6(10) 6-1,5,R64,186.0,6.0,4.0,115.0,77.0,56.0,20.0,16.0,14.0,15.0,9.0,6.0,113.0,74.0,46.0,18.0,14.0,8.0,12.0,43.0,1027.0,29.0,1360.0
2022-560,Us Open,Hard,128,G,2022-08-29,187,207989,3.0,,Carlos Alcaraz,R,185.0,ESP,,105948,0.0,,Federico Coria,R,180.0,ARG,,6-2 6-1 7-5,5,R64,130.0,4.0,3.0,102.0,73.0,49.0,16.0,13.0,13.0,14.0,0.0,5.0,84.0,54.0,29.0,13.0,14.0,3.0,10.0,4.0,5100.0,78.0,665.0
2022-560,Us Open,Hard,128,G,2022-08-29,188,111815,7.0,,Cameron Norrie,L,188.0,GBR,27.0,105311,0.0,,Joao Sousa,R,185.0,POR,,6-4 6-4 7-6(4),5,R64,147.0,7.0,2.0,107.0,69.0,51.0,22.0,17.0,6.0,7.0,2.0,1.0,94.0,51.0,39.0,23.0,16.0,5.0,8.0,9.0,3415.0,59.0,786.0
2022-560,Us Open,Hard,128,G,2022-08-29,189,208029,28.0,,Holger Rune,R,185.0,DEN,,104545,0.0,,John Isner,R,206.0,USA,,W/O,5,R64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1310.0,48.0,970.0
2022-560,Us Open,Hard,128,G,2022-08-29,190,133430,19.0,,Denis Shapovalov,L,185.0,CAN,,106148,0.0,,Roberto Carballes Baena,R,183.0,ESP,,6-4 4-6 6-3 6-2,5,R64,168.0,11.0,13.0,111.0,65.0,56.0,22.0,19.0,3.0,5.0,1.0,5.0,108.0,57.0,38.0,30.0,18.0,8.0,13.0,21.0,1640.0,80.0,654.0
2022-560,Us Open,Hard,128,G,2022-08-29,191,126094,9.0,,Andrey Rublev,R,188.0,RUS,,126952,0.0,,Soon Woo Kwon,R,180.0,KOR,,6-3 6-0 6-4,5,R64,103.0,12.0,5.0,84.0,47.0,39.0,16.0,13.0,1.0,2.0,3.0,2.0,73.0,39.0,27.0,11.0,12.0,0.0,6.0,11.0,3120.0,81.0,646.0
2022-560,Us Open,Hard,128,G,2022-08-29,192,106043,14.0,,Diego Schwartzman,R,170.0,ARG,30.0,200615,0.0,,Alexei Popyrin,R,196.0,AUS,23.0,7-6(3) 7-5 7-6(6),5,R64,222.0,1.0,9.0,157.0,102.0,73.0,26.0,19.0,16.0,18.0,15.0,8.0,146.0,95.0,67.0,22.0,19.0,14.0,17.0,16.0,2200.0,84.0,629.0
2022-560,Us Open,Hard,128,G,2022-08-29,193,126207,22.0,,Frances Tiafoe,R,188.0,USA,,106186,0.0,,Jason Kubler,R,178.0,AUS,,7-6(3) 7-5 7-6(2),5,R64,191.0,15.0,6.0,126.0,65.0,51.0,34.0,20.0,8.0,10.0,14.0,6.0,142.0,89.0,63.0,21.0,18.0,12.0,15.0,26.0,1400.0,109.0,500.0
2022-560,Us Open,Hard,128,G,2022-08-29,194,104755,0.0,,Richard Gasquet,R,185.0,FRA,,200175,32.0,,Miomir Kecmanovic,R,183.0,SRB,,6-2 6-4 4-6 6-4,5,R64,167.0,9.0,10.0,132.0,74.0,56.0,24.0,19.0,6.0,10.0,7.0,6.0,126.0,78.0,52.0,20.0,19.0,5.0,12.0,91.0,583.0,36.0,1245.0
2022-560,Us Open,Hard,128,G,2022-08-29,195,104745,2.0,,Rafael Nadal,L,185.0,ESP,,104926,0.0,,Fabio Fognini,R,178.0,ITA,,2-6 6-4 6-2 6-1,5,R64,163.0,4.0,2.0,87.0,53.0,36.0,16.0,17.0,4.0,10.0,1.0,9.0,99.0,61.0,32.0,14.0,16.0,5.0,14.0,3.0,5630.0,60.0,782.0
2022-560,Us Open,Hard,128,G,2022-08-29,196,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,200059,0.0,,Yibing Wu,R,183.0,CHN,,6-4 6-2 6-2,5,R32,115.0,12.0,5.0,92.0,59.0,42.0,18.0,13.0,8.0,9.0,1.0,0.0,88.0,56.0,29.0,16.0,13.0,6.0,12.0,1.0,6885.0,174.0,301.0
2022-560,Us Open,Hard,128,G,2022-08-29,197,106401,23.0,,Nick Kyrgios,R,193.0,AUS,,200670,0.0,,J J Wolf,R,183.0,USA,,6-4 6-2 6-3,5,R32,114.0,21.0,5.0,86.0,61.0,47.0,14.0,13.0,7.0,7.0,6.0,1.0,80.0,54.0,37.0,13.0,14.0,6.0,11.0,25.0,1430.0,87.0,610.0
2022-560,Us Open,Hard,128,G,2022-08-29,198,105807,12.0,,Pablo Carreno Busta,R,188.0,ESP,,200282,18.0,,Alex De Minaur,R,183.0,AUS,,6-1 6-1 3-6 7-6(5),5,R32,179.0,8.0,1.0,106.0,71.0,56.0,20.0,18.0,3.0,4.0,9.0,10.0,134.0,78.0,52.0,27.0,18.0,5.0,10.0,15.0,2340.0,20.0,1665.0
2022-560,Us Open,Hard,128,G,2022-08-29,199,111575,27.0,,Karen Khachanov,R,198.0,RUS,,207733,0.0,,Jack Draper,L,191.0,GBR,,6-3 4-6 6-5 RET,5,R32,153.0,14.0,3.0,88.0,56.0,47.0,11.0,15.0,4.0,8.0,12.0,8.0,114.0,53.0,35.0,28.0,15.0,10.0,15.0,31.0,1315.0,53.0,879.0
2022-560,Us Open,Hard,128,G,2022-08-29,200,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,,123755,0.0,,Daniel Elahi Galan,R,191.0,COL,,6-4 5-7 6-4 6-4,5,R32,195.0,6.0,2.0,150.0,99.0,63.0,29.0,21.0,6.0,10.0,5.0,0.0,127.0,85.0,59.0,17.0,21.0,7.0,13.0,39.0,1210.0,94.0,568.0
2022-560,Us Open,Hard,128,G,2022-08-29,201,126610,13.0,,Matteo Berrettini,R,196.0,ITA,,104918,0.0,,Andy Murray,R,190.0,GBR,,6-4 6-4 6-7(1) 6-3,5,R32,227.0,18.0,1.0,131.0,90.0,67.0,21.0,21.0,2.0,4.0,4.0,5.0,122.0,65.0,44.0,31.0,21.0,10.0,15.0,14.0,2360.0,51.0,930.0
2022-560,Us Open,Hard,128,G,2022-08-29,202,144895,0.0,,Corentin Moutet,L,178.0,FRA,,106398,0.0,,Pedro Cachin,R,185.0,ARG,,6-3 4-6 6-2 7-5,5,R32,197.0,0.0,6.0,125.0,72.0,48.0,32.0,19.0,4.0,7.0,8.0,5.0,129.0,76.0,52.0,23.0,20.0,8.0,15.0,112.0,484.0,66.0,723.0
2022-560,Us Open,Hard,128,G,2022-08-29,203,134770,5.0,,Casper Ruud,R,183.0,NOR,,126205,29.0,,Tommy Paul,R,185.0,USA,,7-6(3) 6-7(5) 7-6(2) 5-7 6-0,5,R32,263.0,4.0,5.0,160.0,98.0,70.0,36.0,28.0,1.0,6.0,12.0,8.0,187.0,106.0,72.0,41.0,29.0,11.0,18.0,7.0,4695.0,34.0,1305.0
2022-560,Us Open,Hard,128,G,2022-08-29,204,125802,0.0,,Ilya Ivashka,R,193.0,BLR,,207518,26.0,,Lorenzo Musetti,R,185.0,ITA,,6-4 3-6 6-2 6-3,5,R32,166.0,1.0,0.0,115.0,69.0,47.0,24.0,18.0,3.0,7.0,1.0,2.0,99.0,61.0,34.0,22.0,18.0,0.0,7.0,73.0,685.0,30.0,1322.0
2022-560,Us Open,Hard,128,G,2022-08-29,205,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.0,206909,0.0,,Brandon Nakashima,R,185.0,USA,21.0,3-6 6-4 6-1 6-2,5,R32,179.0,16.0,4.0,116.0,70.0,52.0,23.0,17.0,6.0,8.0,3.0,3.0,118.0,69.0,43.0,22.0,17.0,13.0,19.0,13.0,3020.0,69.0,699.0
2022-560,Us Open,Hard,128,G,2022-08-29,206,105227,15.0,,Marin Cilic,R,198.0,CRO,,105554,20.0,,Daniel Evans,R,175.0,GBR,,7-6(11) 6-7(3) 6-2 7-5,5,R32,239.0,26.0,9.0,139.0,78.0,64.0,33.0,24.0,7.0,9.0,4.0,6.0,143.0,84.0,61.0,30.0,22.0,6.0,11.0,17.0,2175.0,23.0,1510.0
2022-560,Us Open,Hard,128,G,2022-08-29,207,207989,3.0,,Carlos Alcaraz,R,185.0,ESP,,202385,0.0,,Jenson Brooksby,R,188.0,USA,,6-3 6-3 6-3,5,R32,131.0,8.0,3.0,74.0,52.0,39.0,10.0,14.0,1.0,4.0,2.0,3.0,93.0,63.0,38.0,8.0,13.0,4.0,11.0,4.0,5100.0,43.0,1027.0
2022-560,Us Open,Hard,128,G,2022-08-29,208,111815,7.0,,Cameron Norrie,L,188.0,GBR,27.0,208029,28.0,,Holger Rune,R,185.0,DEN,,7-5 6-4 6-1,5,R32,132.0,7.0,3.0,85.0,60.0,46.0,12.0,14.0,6.0,8.0,4.0,8.0,99.0,56.0,32.0,19.0,15.0,11.0,18.0,9.0,3415.0,33.0,1310.0
2022-560,Us Open,Hard,128,G,2022-08-29,209,126094,9.0,,Andrey Rublev,R,188.0,RUS,,133430,19.0,,Denis Shapovalov,L,185.0,CAN,,6-4 2-6 6-7(3) 6-4 7-6(7),5,R32,248.0,9.0,4.0,191.0,120.0,89.0,33.0,26.0,13.0,17.0,23.0,8.0,176.0,98.0,77.0,38.0,28.0,5.0,9.0,11.0,3120.0,21.0,1640.0
2022-560,Us Open,Hard,128,G,2022-08-29,210,126207,22.0,,Frances Tiafoe,R,188.0,USA,,106043,14.0,,Diego Schwartzman,R,170.0,ARG,30.0,7-6(7) 6-4 6-4,5,R32,182.0,9.0,3.0,111.0,53.0,34.0,29.0,17.0,4.0,10.0,3.0,5.0,108.0,75.0,40.0,13.0,16.0,10.0,18.0,26.0,1400.0,16.0,2200.0
2022-560,Us Open,Hard,128,G,2022-08-29,211,104745,2.0,,Rafael Nadal,L,185.0,ESP,,104755,0.0,,Richard Gasquet,R,185.0,FRA,,6-0 6-1 7-5,5,R32,137.0,2.0,8.0,85.0,50.0,39.0,17.0,13.0,6.0,7.0,1.0,7.0,86.0,49.0,31.0,11.0,12.0,8.0,15.0,3.0,5630.0,91.0,583.0
2022-560,Us Open,Hard,128,G,2022-08-29,212,106401,23.0,,Nick Kyrgios,R,193.0,AUS,,106421,1.0,,Daniil Medvedev,R,198.0,RUS,,7-6(11) 3-6 6-3 6-2,5,R16,173.0,21.0,7.0,120.0,85.0,64.0,16.0,20.0,5.0,8.0,22.0,2.0,127.0,75.0,56.0,23.0,19.0,2.0,7.0,25.0,1430.0,1.0,6885.0
2022-560,Us Open,Hard,128,G,2022-08-29,213,111575,27.0,,Karen Khachanov,R,198.0,RUS,,105807,12.0,,Pablo Carreno Busta,R,188.0,ESP,,4-6 6-3 6-1 4-6 6-3,5,R16,201.0,11.0,6.0,122.0,69.0,54.0,35.0,23.0,0.0,2.0,9.0,6.0,139.0,87.0,62.0,26.0,22.0,10.0,15.0,31.0,1315.0,15.0,2340.0
2022-560,Us Open,Hard,128,G,2022-08-29,214,126610,13.0,,Matteo Berrettini,R,196.0,ITA,,200221,0.0,,Alejandro Davidovich Fokina,R,183.0,ESP,,3-6 7-6(2) 6-3 4-6 6-2,5,R16,226.0,18.0,3.0,135.0,73.0,61.0,34.0,24.0,9.0,13.0,4.0,6.0,146.0,97.0,67.0,26.0,25.0,4.0,10.0,14.0,2360.0,39.0,1210.0
2022-560,Us Open,Hard,128,G,2022-08-29,215,134770,5.0,,Casper Ruud,R,183.0,NOR,,144895,0.0,,Corentin Moutet,L,178.0,FRA,,6-1 6-2 6-7(4) 6-2,5,R16,200.0,5.0,4.0,120.0,83.0,60.0,22.0,19.0,5.0,6.0,4.0,1.0,117.0,74.0,43.0,25.0,17.0,10.0,17.0,7.0,4695.0,112.0,484.0
2022-560,Us Open,Hard,128,G,2022-08-29,216,206173,11.0,,Jannik Sinner,R,188.0,ITA,21.0,125802,0.0,,Ilya Ivashka,R,193.0,BLR,,6-1 5-7 6-2 4-6 6-3,5,R16,228.0,5.0,14.0,134.0,62.0,45.0,35.0,23.0,6.0,14.0,5.0,13.0,166.0,102.0,62.0,21.0,23.0,14.0,26.0,13.0,3020.0,73.0,685.0
2022-560,Us Open,Hard,128,G,2022-08-29,217,207989,3.0,,Carlos Alcaraz,R,185.0,ESP,,105227,15.0,,Marin Cilic,R,198.0,CRO,,6-4 3-6 6-4 4-6 6-3,5,R16,234.0,3.0,4.0,143.0,103.0,64.0,24.0,24.0,4.0,9.0,14.0,13.0,142.0,73.0,54.0,33.0,24.0,12.0,18.0,4.0,5100.0,17.0,2175.0
